Brand,Lang,Intent Type,Category,Intent,Weight,Answer,Training Data,English,remark,Intend Status & Remark,CS Verify
fun88,cn,user,Payment/Withdrawal,提款一直显示处理中,1,"亲~您的提款如果出现还在处理中的状态会有以下原因
 
 1.提款流水不足,了解<intentlink>如何计算提款流水</intentlink>
 2.提款30天内超过2万五 需要您提供身分审核
 3.第三方进行提款
 4.提款延迟公告,了解详情请点击 https://www.fun8802.com/cn/member/announcement.htm
 5.随机帐户例行审核
 
 温馨提醒：乐天堂不支持第三方进行提款，提交提款前需确保所填写的银行卡信息与账号相符呢~~
 
 如您对于您的提款状态有任何疑问请您联系我们人工客服,客服妹妹会尽快解决您的问题的噢(=´▽｀)ゞ","提款一直显示处理中，什么状况
 过了半个小时了提款怎么还是待处理
 提款一直显示处理中
 早上申请的提款，到现在还是一直显示处理中，干啥啊？
 提款怎么一直还是显示处理中?
 提钱的，怎么还是显示处理中?
 我的提款一直显示处理中，可以快点吗
 为什么我的提款一直到处理中
 提款为什么一直待处理
 我的提款待处理是什么意思呢
 怎么我提款显示待处理？
 取款待处理什么意思
 您好。为什么我提款2次200都是待处理中。已经很久了
 早上提款，都半天了还是待处理啊
 提款怎么一直是待处理状态
 帮我催促下提款，状态都一直是待处理
 提款怎么好久都是待处理状态
 W201808291713837这是我刚提款的申请，一直显示待处理，麻烦处理下，谢谢
 您好为什么体现1小时还是待处理
 能不能把提款快点处理一下了，这么久了，一直是待处理，事都被耽误了
 等待处理？你们真厉害，4个小时了提款还是待处理
 你好我刚刚提款了但一直是待处理
 提款5个小时不到账
 提款一直显示处理中啥意思？
 提款过了1个多小时了，还没有到
 提款2天了，还在处理中？
 刚刚提款，怎么一直在审核啊？这提款也太慢了吧
 说什么协助审核出款是什么意思啊？",Withdrawal Always Show Processing,人工客服,Done,ruby
fun88,cn,user,Payment/Withdrawal,提款前注意事项,1,"提款前是需要验证您的手机号，邮箱号，以及完善您的个人资料后才能进行提款，并且是无需设置提款密码~
 
 您也可能想知道：
 
 <intentlink>怎么进行提款申请操作</intentlink>
 
 <intentlink>无法收到乐天堂邮箱验证的邮件</intentlink>
 
 <intentlink>无法收到乐天堂发出的手机验证码</intentlink>","提款需要完善个人信息吗
 可以不要验证邮箱进行提款吗
 提款要验证邮箱和手机吗
 怎样提款
 提款步骤？
 怎样绑定多张提款卡？
 乐天堂提款无需提款密码？
 提款密码哪里设置？
 第一次提款怎么提？
 怎么样提款
 申请提款
 请问，怎么提款
 怎么提款
 不会提款
 怎么体现",Withdrawal - Important Info,直接回答,Done,ruby
Fun88,cn,User,Payment/ Whithdraw,怎么进行提款申请操作,1,"您可以在网页页面右上角，点击钱币图示并选择【提款】：
 
 - 输入提款金额及所需的银行信息， 点击【提交】便可。
 
 提款前是需要验证您的手机号，邮箱号，以及完善您的个人资料后才能进行提款，并且是无需设置提款密码~
 温馨提醒：乐天堂不支持第三方进行提款，提交提款前需确保所填写的银行卡信息与账号相符呢~~
 
 您也可能想知道：
 <intentlink>无法收到乐天堂邮箱验证的邮件</intentlink>
  
 <intentlink>无法收到乐天堂发出的手机验证码</intentlink>

<intentlink>提款成功，但还没到账<intentlink>","我要提款
 提款要做什么
 需要怎么操作才可以提款
 提款单怎么填
 怎么提款
 申请提款",Submit Withdraw Form,直接回答,Done,ruby
fun88,cn,user,Payment/Withdrawal,提款多久才到账,1,"提款一般是一小时内处理到帐,请您不要著急噢(*´ｪ`*)
 
 建议您确认提款讯息准确无误，并且了解提款步骤，避免错误而导致您的提款延迟的。
 点击这里了解<intentlink>提款</intentlink>
 
 另外如果同时间出现多笔交易，也会导致出款出现延迟的哦，一般都会在24小时内完成。请耐心等候~
 
 同时提醒一下下~~~~由于一般银行都会在晚上23点-凌晨1点进行维护，小助手会建议您避开这段时间进行提款哦。如果您在这期间进行提款，必须要等到维护过后方能处理哦，谢谢~~","提款多久到账
 提款需要多久时间到账
 请问提现要多久才到账
 为什么提款这么慢
 第一次用你家的App.提款大概什么时候能到账
 提款要多久？
 提款的账要等多久啊？
 提款多久到账？
 提款要处理多久啊？
 出钱要多久？
 出款要多久
 取款能不能快点到账啊
 你好申请了提现要多久到账
 一般提款要多久到账？
 提现咱们多久到账
 乐天堂提款多久到账啊？？
 你们对外宣传的是提款多久到账
 提款多久到账？这么慢？
 你这个提现一般多久到账
 正常提款一般多久到账
 咨询下提款多久到账
 我是新会员，请问乐天堂提款多久到账",How long for withdrawal?,直接回答,Done,ruby
fun88,cn,user,Payment/Withdrawal,提款申请失败,1,"咦？提款怎么会拒绝呢 请您确认以下可能会是您遇到的情况：
 
 （1）您不妨再次提交提款申请并确保提款卡信息正确无误
 
 （2）您确认您的流水达到了提款要求了吗？点击这里了解<intentlink>如何计算提款流水</intentlink>
 
 （3）您是不是已经已经超出提款金额限制呢？点击这里了解<intentlink>提款金额限制</intentlink>
 
 温馨提醒：乐天堂不支持第三方进行提款，提交提款前需确保所填写的银行卡信息与账号相符呢~~
 
 如果您确认以上的条件都满足了，可以咨询【人工客服】做进一步的咨询哦~~~","你好。提款为什么拒绝呢。
 你好我提款怎么失败了呢？
 提款怎么拒绝呢
 这个提款失败了
 提款失败了，请看看怎么回事？
 你好我刚才411的提款被拒绝了
 提款为啥拒绝
 提款拒绝，帐面金额没了
 提款为什么被拒绝？
 提款失败了
 为什么提款失败
 为什么刚才我的提款申请被拒绝了？
 怎么提款拒绝
 我得提款失败是怎么回事啊
 为什么提款失败呢
 请问为什么我的提款会被拒绝呢
 我刚才提款，为什么被拒绝呢？
 帮我看一下我的提款，为什么失败
 帮我看一下怎嘛提款失败
 我的提款为什么被拒绝了
 为什么提款失败呢？是有额度没到吗？
 提款被拒绝
 我的取款为什么总是拒绝
 为啥提款被取消？
 被取消，为啥？
 为啥你们取消了我的提款？
 提款被取消，什么回事？
 早上那笔提款失败了
 提款被弹下来了，什么回事
 为啥提款失败？
 提款又失败了
 提款申请失败
 为啥不给提款？一直说什么失败的
 提款为什么被拒绝",Withdrawal Rejected,人工客服,Done,ruby
fun88,cn,user,Payment/Withdrawal,提款申请成功，但是尚未收到款项,1,"亲~和您解释一般这种提款申请成功，但是尚未收到款项这种情况,可能是因为银行方网路有延迟到账,
 
 如果超过24小时内还未收到款项,非常抱歉造成您的不便,烦请您点击【转人工客服】提供您的银行流水,客服妹妹将会尽快帮您处理.","提款显示成功，可是我的账户里没有
 我看到提款成功，但是没收到啊
 我的提款在交易记录里显示成功但是没有收到钱
 收到提款成功的邮件了，但是账户里没钱啊
 你们是不是黑网，怎么提款成功了我的账户却没有钱？？？
 怎么回事，提款成功但是账户里没有钱？
 你好，我的提款显示已经通过，但是账户没有钱
 我想问怎么显示提款成功，我的银行账户没有钱
 说提现申请成功了，可我银行账户没有钱呀
 你们是不是忽悠我，提款显示成功但是实际没有转钱给我？
 我有一笔提款你这边显示成功但是我的银行卡没有收到钱
 提款是不是有问题，显示成功但是实际没有到账，帮我查下哈
 你好，我今天中午申请提现的200元，交易记录显示成功，可是我的银行卡里面并没有收到这边转账
 我的提款显示到了但是我没有收到啊？
 提款成功，但为什么该金额打回我账户了",Withdrawal Successful but haven't received funds,人工客服,Done,ruby
fun88,cn,user,Payment/Withdrawal,提款申请状态,1,"<require-signin>烦请您先登录网站，以方便小助手可以查询您的相关记录</require-signin>
 您好，您可以透过以下方式查询您的提款申请状态：
 
 <intentlink>查询最后一笔的提款申请状态</intentlink>
 
 <intentlink>查询最后三笔的提款申请状态</intentlink>
 
 <intentlink>利用单号查询提款申请状态</intentlink>","我现在的提款情况如何
 最近的提款状态
 我现在的提款什么情况
 我的提款状态
 我的提款现在是什么状况
 我的提款怎么了
 现在提款是什么情况
 我提款了，现在是什么情况？
 我的提款怎么样了
 我三个小时前那笔900的提款怎么样了
 我的那笔3万9多的提款怎么样了
 我今天早上取款了，怎么没动静，现在是什么情况？
 查下我提款成功了吗
 我的提款如何了
 提款流水是否通过审核了",Withdrawal Status,系统检查,Done,ruby
fun88,cn,user,Payment/Withdrawal,提款金额限制,1,"您好，我们的提款是无收取手续费，
 
 单笔最低提款金额为 200.00元，
 单笔最高提款金额为 50,000.00元，
 单日提款上限为 300,000.00元，
 一天提款次数为50次
 
 温馨提醒：乐天堂交易记录会显示【手续费】该显示仅限参考，实际打款是打您提款金额，并不扣除手续费的
 
 小帮手提醒您 在乐天堂提款30天内超过2万五 需要您提供身分审核,详细的审核内容,可以咨询【人工客服】做进一步的了解哦~~~ヾ(´▽｀;)ゝ","提款金额限制
 提款有没有金额限制啊
 最多可提多少钱？
 提款上限
 一天可提款多少次？有限制吗？
 最少提款多少？
 想问下提款的上下限制
 我提款60000行吗？要分两次？
 一次提款最高是50000对吗？
 不需要怎么多吧？就那个提款金额限制
 提款金额有限多少吗？
 提款最低是200吗？
 你们提款一天可以提多少次？
 你好多少金额可以提现
 每次提款需要收取多少的手续费？
 提款次数有限制么
 每日提款限额多少？次数多少？单笔限额多少？
 单比提款最多是？
 你好我想问一下你们提现手续费是如何收取的
 提款需要手续费的吗
 一天能提几次款？
 每天提款有次数限制吗
 一天可以提多少次啊？
 提款限额
 提款有抽取手续费吗
 多少可以取款",Withdrawal Limits,直接回答,Done,ruby
fun88,cn,user,Payment/Withdrawal,提款问题,1,"这个您需要点击下方的【人工客服】作进一步的咨询哦~ 
 
 
 您也可能想要了解：<intentlink>提款申请状态</intentlink> <intentlink>提款多久才到账</intentlink><intentlink>提款限额</intentlink><intentlink>提款审核<intentlink><intentlink>KYC审核<intentlink>","为什么迟申请的提款到账了，反而先申请的还没到
 目前提款有延迟吗？
 提款有延迟吗
 为什么我提款收到的金额不对
 提款延迟是否有免费旋转
 银行卡分行写错，提款会到账吗
 浦发银行支持提款吗
 提款为什么会延迟
 怎么每次提款一个多小时都不到啊",Withdrawal Problem,人工客服,Done,ruby
fun88,cn,user,Payment/Withdrawal,提高单日提款上限,1,"小帮手能力有限呢~ 
 
 但是您可以联系我们的客服人员以做进一步咨询哦~","我达到一天30万的限额了，无法继续提款，可以提高限额吗？
 请问下提款限额可以修改吗
 达到上限提不了，可以提高上限的吗
 我想提高提款上限
 怎么调整提款的上限
 怎么提高提款上限
 你们这个提款最高限额可以调整的吗
 我想调整提款的上限额度
 如果要调高提款的上限，需要怎么操作
 可以自己造作提高提款上限的吗
 提款的限制可以更改？
 若我提款达到单日上限了怎么办
 提款超过限额，怎么办
 我想要提高我的提款金额",Withdrawal - Increase Day Limit,人工客服,Done,ruby
fun88,cn,user,Payment/Withdrawal,无法提交提款申请,1,"无法提交提款申请？有可能是以下情况：
 
 1.您可能尚未转账到主账户进行提款，请点击查询 <intentlink>如何进行转账</intentlink> 2.您的账户需要激活，请点击查询 <intentlink>如何激活账户 </intentlink> 3.您可能尚未验证邮箱和电话号码，请点击查询 <intentlink>如何更换电话号码？</intentlink> 和 <intentlink>如何验证邮箱？</intentlink> 4.您可能尚未绑定银行讯息 如果确认以上已经完成，还是无法提交提款申请，请点击【转人工客服】协助。","早上为什么不能提款
 为什么现在不能提款了
 我提款为什么提不了
 请问为什么现在提不了款
 提款提交不了
 提款申请不了
 你好小帮手，提款干啥提交不了
 我是说提款申请不了，不要答我有的没的
 提款申请无效
 救命，提款申请不了，救救我
 为什么用新版的客户端提现不了
 无法提交提款申请，怎么回事
 我要提款，但是一直没有办法提交申请
 您好，我点了提款怎么还是显示暂时无法提交您的提款申请，我已经验证了邮箱和手机了",Withdrawal - Cannot Submit,人工客服,Done,ruby
